DateTime,Hold_VOO
2025-10-28 10:37:00,100312.414
2025-10-28 10:38:00,100325.14
2025-10-28 10:39:00,100273.47
2025-10-28 10:40:00,100273.47
2025-10-28 10:41:00,100258.35
2025-10-28 10:42:00,100247.24
2025-10-28 10:43:00,100252.0
2025-10-28 10:44:00,100265.516
2025-10-28 10:45:00,100224.97
2025-10-28 10:46:00,100246.664
2025-10-28 10:47:00,100301.29
2025-10-28 10:48:00,100296.52
2025-10-28 10:49:00,100290.16
2025-10-28 10:50:00,100290.16
2025-10-28 10:51:00,100301.29
2025-10-28 10:52:00,100304.47
2025-10-28 10:53:00,100301.29
2025-10-28 10:54:00,100282.2
2025-10-28 10:55:00,100272.664
2025-10-28 10:56:00,100272.664
2025-10-28 10:57:00,100268.69
2025-10-28 10:58:00,100237.68
2025-10-28 10:59:00,100255.18
2025-10-28 11:00:00,100283.805
2025-10-28 11:01:00,100277.44
2025-10-28 11:02:00,100290.16
2025-10-28 11:03:00,100248.81
2025-10-28 11:04:00,100252.0
2025-10-28 11:05:00,100267.9
2025-10-28 11:06:00,100286.24
2025-10-28 11:07:00,100286.984
2025-10-28 11:08:00,100304.47
2025-10-28 11:09:00,100287.77
2025-10-28 11:10:00,100272.664
2025-10-28 11:11:00,100238.05
2025-10-28 11:12:00,100244.055
2025-10-28 11:13:00,100239.27
2025-10-28 11:14:00,100253.59
2025-10-28 11:15:00,100251.21
2025-10-28 11:16:00,100250.414
2025-10-28 11:17:00,100275.85
2025-10-28 11:18:00,100263.13
2025-10-28 11:19:00,100262.33
2025-10-28 11:20:00,100237.69
2025-10-28 11:21:00,100223.4
2025-10-28 11:22:00,100210.664
2025-10-28 11:23:00,100216.234
2025-10-28 11:24:00,100218.61
2025-10-28 11:25:00,100218.61
2025-10-28 11:26:00,100209.87
2025-10-28 11:27:00,100207.484
2025-10-28 11:28:00,100212.18
2025-10-28 11:29:00,100212.25
2025-10-28 11:30:00,100194.92
2025-10-28 11:31:00,100201.02
2025-10-28 11:32:00,100191.58
2025-10-28 11:33:00,100185.24
2025-10-28 11:34:00,100156.62
2025-10-28 11:35:00,100147.07
2025-10-28 11:36:00,100162.97
2025-10-28 11:37:00,100190.8
2025-10-28 11:38:00,100183.64
2025-10-28 11:39:00,100204.2
2025-10-28 11:40:00,100175.69
2025-10-28 11:41:00,100159.79
2025-10-28 11:42:00,100158.19
2025-10-28 11:43:00,100155.02
2025-10-28 11:44:00,100150.25
2025-10-28 11:45:00,100143.88
2025-10-28 11:46:00,100155.02
2025-10-28 11:47:00,100166.94
2025-10-28 11:48:00,100177.23
2025-10-28 11:49:00,100166.16
2025-10-28 11:50:00,100182.05
2025-10-28 11:51:00,100189.195
2025-10-28 11:52:00,100188.4
2025-10-28 11:53:00,100190.8
2025-10-28 11:54:00,100196.36
2025-10-28 11:55:00,100189.99
2025-10-28 11:56:00,100201.12
2025-10-28 11:57:00,100195.06
2025-10-28 11:58:00,100215.086
2025-10-28 11:59:00,100215.44
2025-10-28 12:00:00,100233.24
2025-10-28 12:01:00,100247.24
2025-10-28 12:02:00,100253.59
2025-10-28 12:03:00,100240.875
2025-10-28 12:04:00,100233.94
2025-10-28 12:05:00,100252.0
2025-10-28 12:06:00,100256.77
2025-10-28 12:07:00,100275.85
2025-10-28 12:08:00,100272.664
2025-10-28 12:09:00,100275.85
2025-10-28 12:10:00,100263.13
2025-10-28 12:11:00,100264.73
2025-10-28 12:12:00,100259.15
2025-10-28 12:13:00,100255.18
2025-10-28 12:14:00,100250.414
2025-10-28 12:15:00,100256.77
2025-10-28 12:16:00,100263.13
2025-10-28 12:17:00,100264.91
2025-10-28 12:18:00,100268.69
2025-10-28 12:19:00,100250.414
2025-10-28 12:20:00,100244.055
2025-10-28 12:21:00,100234.51
2025-10-28 12:22:00,100224.19
2025-10-28 12:23:00,100231.33
2025-10-28 12:24:00,100241.06
2025-10-28 12:25:00,100261.55
2025-10-28 12:26:00,100259.945
2025-10-28 12:27:00,100288.414
2025-10-28 12:28:00,100292.54
2025-10-28 12:29:00,100304.47
2025-10-28 12:30:00,100399.87
2025-10-28 12:31:00,100306.055
2025-10-28 12:32:00,100376.02
2025-10-28 12:33:00,100325.93
2025-10-28 12:34:00,100363.29
2025-10-28 12:35:00,100347.39
2025-10-28 12:36:00,100321.914
2025-10-28 12:37:00,100312.4
2025-10-28 12:38:00,100339.445
2025-10-28 12:39:00,100326.73
2025-10-28 12:40:00,100312.414
2025-10-28 12:41:00,100350.57
2025-10-28 12:42:00,100357.73
2025-10-28 12:43:00,100356.92
2025-10-28 12:44:00,100377.59
2025-10-28 12:45:00,100397.47
2025-10-28 12:46:00,100415.766
2025-10-28 12:47:00,100434.04
2025-10-28 12:48:00,100433.26
2025-10-28 12:49:00,100404.63
2025-10-28 12:50:00,100403.836
2025-10-28 12:51:00,100428.48
2025-10-28 12:52:00,100430.86
2025-10-28 12:53:00,100430.07
2025-10-28 12:54:00,100422.12
2025-10-28 12:55:00,100406.23
2025-10-28 12:56:00,100414.97
2025-10-28 12:57:00,100422.12
2025-10-28 12:58:00,100420.52
2025-10-28 12:59:00,100401.445
2025-10-28 13:00:00,100434.76
2025-10-28 13:01:00,100472.2
2025-10-28 13:02:00,100465.05
2025-10-28 13:03:00,100466.63
2025-10-28 13:04:00,100458.68
2025-10-28 13:05:00,100450.74
2025-10-28 13:06:00,100453.77
2025-10-28 13:07:00,100439.61
2025-10-28 13:08:00,100441.99
2025-10-28 13:09:00,100429.27
2025-10-28 13:10:00,100434.89
2025-10-28 13:12:00,100461.87
2025-10-28 13:13:00,100459.11
2025-10-28 13:14:00,100451.53
2025-10-28 13:15:00,100426.1
2025-10-28 13:16:00,100442.79
2025-10-28 13:17:00,100460.28
2025-10-28 13:18:00,100455.51
2025-10-28 13:19:00,100433.26
2025-10-28 13:20:00,100438.03
2025-10-28 13:21:00,100441.99
2025-10-28 13:22:00,100453.125
2025-10-28 13:23:00,100458.68
2025-10-28 13:24:00,100460.28
2025-10-28 13:25:00,100441.99
2025-10-28 13:26:00,100438.81
2025-10-28 13:27:00,100442.79
2025-10-28 13:28:00,100434.04
2025-10-28 13:29:00,100420.52
2025-10-28 13:30:00,100444.375
2025-10-28 13:31:00,100427.67
2025-10-28 13:32:00,100434.836
2025-10-28 13:33:00,100426.89
2025-10-28 13:34:00,100438.01
2025-10-28 13:35:00,100460.28
2025-10-28 13:36:00,100457.09
2025-10-28 13:37:00,100465.05
2025-10-28 13:38:00,100457.09
2025-10-28 13:39:00,100442.66
2025-10-28 13:40:00,100462.24
2025-10-28 13:41:00,100466.63
2025-10-28 13:42:00,100458.67
2025-10-28 13:43:00,100463.46
2025-10-28 13:44:00,100469.016
2025-10-28 13:45:00,100464.25
2025-10-28 13:46:00,100445.98
2025-10-28 13:47:00,100474.57
2025-10-28 13:48:00,100492.07
2025-10-28 13:49:00,100487.305
2025-10-28 13:50:00,100504.79
2025-10-28 13:51:00,100519.09
2025-10-28 13:52:00,100519.09
2025-10-28 13:53:00,100517.51
2025-10-28 13:54:00,100517.51
2025-10-28 13:55:00,100500.0
2025-10-28 13:56:00,100500.02
2025-10-28 13:57:00,100500.02
2025-10-28 13:58:00,100512.74
2025-10-28 13:59:00,100514.34
2025-10-28 14:00:00,100520.586
2025-10-28 14:01:00,100511.16
2025-10-28 14:02:00,100527.05
2025-10-28 14:03:00,100515.125
2025-10-28 14:04:00,100522.28
2025-10-28 14:05:00,100530.234
2025-10-28 14:06:00,100525.46
2025-10-28 14:07:00,100525.46
2025-10-28 14:08:00,100530.234
2025-10-28 14:09:00,100517.5
2025-10-28 14:10:00,100526.25
2025-10-28 14:11:00,100528.65
2025-10-28 14:12:00,100527.07
2025-10-28 14:13:00,100544.55
2025-10-28 14:14:00,100546.92
2025-10-28 14:15:00,100558.85
2025-10-28 14:16:00,100581.11
2025-10-28 14:17:00,100585.875
2025-10-28 14:18:00,100595.43
2025-10-28 14:19:00,100617.67
2025-10-28 14:20:00,100618.1
2025-10-28 14:21:00,100624.04
2025-10-28 14:22:00,100606.54
2025-10-28 14:23:00,100616.086
2025-10-28 14:24:00,100608.93
2025-10-28 14:25:00,100597.0
2025-10-28 14:26:00,100600.18
2025-10-28 14:27:00,100601.78
2025-10-28 14:28:00,100579.94
2025-10-28 14:29:00,100577.93
2025-10-28 14:30:00,100587.46
2025-10-28 14:31:00,100595.414
2025-10-28 14:32:00,100590.65
2025-10-28 14:33:00,100577.53
2025-10-28 14:34:00,100566.79
2025-10-28 14:35:00,100562.04
2025-10-28 14:36:00,100557.26
2025-10-28 14:37:00,100554.88
2025-10-28 14:38:00,100551.48
2025-10-28 14:39:00,100542.95
2025-10-28 14:40:00,100547.72
2025-10-28 14:41:00,100554.086
2025-10-28 14:42:00,100554.086
2025-10-28 14:43:00,100569.19
2025-10-28 14:44:00,100568.82
2025-10-28 14:45:00,100558.055
2025-10-28 14:46:00,100555.66
2025-10-28 14:47:00,100555.67
2025-10-28 14:48:00,100547.72
2025-10-28 14:49:00,100558.47
2025-10-28 14:50:00,100582.695
2025-10-28 14:51:00,100585.875
2025-10-28 14:52:00,100584.29
2025-10-28 14:53:00,100582.695
2025-10-28 14:54:00,100584.29
2025-10-28 14:55:00,100568.39
2025-10-28 14:56:00,100562.82
2025-10-28 14:57:00,100576.33
2025-10-28 14:58:00,100590.6
2025-10-28 14:59:00,100595.28
2025-10-28 15:00:00,100547.72
2025-10-28 15:01:00,100550.9
2025-10-28 15:02:00,100548.516
2025-10-28 15:03:00,100556.76
2025-10-28 15:04:00,100565.24
2025-10-28 15:05:00,100587.46
2025-10-28 15:06:00,100582.695
2025-10-28 15:07:00,100573.95
2025-10-28 15:08:00,100593.83
2025-10-28 15:09:00,100601.78
2025-10-28 15:10:00,100598.586
2025-10-28 15:11:00,100595.41
2025-10-28 15:12:00,100590.65
2025-10-28 15:13:00,100601.78
2025-10-28 15:14:00,100600.18
2025-10-28 15:15:00,100590.65
2025-10-28 15:16:00,100587.46
2025-10-28 15:17:00,100587.46
2025-10-28 15:18:00,100581.11
2025-10-28 15:19:00,100595.414
2025-10-28 15:20:00,100597.0
2025-10-28 15:21:00,100603.37
2025-10-28 15:22:00,100605.12
2025-10-28 15:23:00,100606.54
2025-10-28 15:24:00,100617.67
2025-10-28 15:25:00,100603.37
2025-10-28 15:26:00,100652.66
2025-10-28 15:27:00,100666.01
2025-10-28 15:28:00,100684.45
2025-10-28 15:29:00,100671.734
2025-10-28 15:30:00,100646.3
2025-10-28 15:31:00,100646.3
2025-10-28 15:32:00,100662.195
2025-10-28 15:33:00,100664.58
2025-10-28 15:34:00,100647.875
2025-10-28 15:35:00,100630.39
2025-10-28 15:36:00,100604.96
2025-10-28 15:37:00,100592.24
2025-10-28 15:38:00,100573.17
2025-10-28 15:39:00,100568.35
2025-10-28 15:40:00,100530.234
2025-10-28 15:41:00,100492.07
2025-10-28 15:42:00,100509.56
2025-10-28 15:43:00,100528.65
2025-10-28 15:44:00,100501.61
2025-10-28 15:45:00,100520.29
2025-10-28 15:46:00,100506.375
2025-10-28 15:47:00,100495.41
2025-10-28 15:48:00,100500.02
2025-10-28 15:49:00,100461.87
2025-10-28 15:50:00,100426.89
2025-10-28 15:51:00,100468.22
2025-10-28 15:52:00,100480.95
2025-10-28 15:53:00,100479.35
2025-10-28 15:54:00,100447.56
2025-10-28 15:55:00,100465.05
2025-10-28 15:56:00,100477.766
2025-10-28 15:57:00,100444.375
2025-10-28 15:58:00,100457.09
2025-10-28 15:59:00,100433.26
2025-10-29 09:30:00,100595.414
2025-10-29 09:31:00,100654.24
2025-10-29 09:32:00,100701.94
2025-10-29 09:33:00,100682.87
2025-10-29 09:34:00,100693.98
2025-10-29 09:35:00,100684.45
2025-10-29 09:36:00,100710.84
2025-10-29 09:37:00,100697.16
2025-10-29 09:38:00,100703.54
2025-10-29 09:39:00,100697.96
2025-10-29 09:40:00,100697.16
2025-10-29 09:41:00,100704.33
2025-10-29 09:42:00,100711.48
2025-10-29 09:43:00,100717.164
2025-10-29 09:44:00,100757.586
2025-10-29 09:45:00,100721.02
2025-10-29 09:46:00,100738.5
2025-10-29 09:47:00,100724.21
2025-10-29 09:48:00,100692.41
2025-10-29 09:49:00,100704.336
2025-10-29 09:50:00,100705.11
2025-10-29 09:51:00,100737.34
2025-10-29 09:52:00,100767.125
2025-10-29 09:53:00,100755.98
2025-10-29 09:54:00,100754.41
2025-10-29 09:55:00,100775.08
2025-10-29 09:56:00,100787.8
2025-10-29 09:57:00,100797.33
2025-10-29 09:58:00,100802.11
2025-10-29 09:59:00,100805.28
2025-10-29 10:00:00,100787.8
2025-10-29 10:01:00,100791.77
2025-10-29 10:02:00,100757.586
2025-10-29 10:03:00,100752.82
2025-10-29 10:04:00,100742.87
2025-10-29 10:05:00,100730.56
2025-10-29 10:06:00,100709.89
2025-10-29 10:07:00,100692.41
2025-10-29 10:08:00,100693.2
2025-10-29 10:09:00,100695.58
2025-10-29 10:10:00,100700.35
2025-10-29 10:11:00,100681.17
2025-10-29 10:12:00,100663.78
2025-10-29 10:13:00,100693.48
2025-10-29 10:14:00,100676.516
2025-10-29 10:15:00,100679.01
2025-10-29 10:16:00,100689.22
2025-10-29 10:17:00,100681.266
2025-10-29 10:18:00,100662.195
2025-10-29 10:19:00,100674.91
2025-10-29 10:20:00,100681.266
2025-10-29 10:21:00,100705.28
2025-10-29 10:22:00,100717.62
2025-10-29 10:23:00,100692.41
2025-10-29 10:24:00,100703.54
2025-10-29 10:25:00,100674.91
2025-10-29 10:26:00,100678.086
2025-10-29 10:27:00,100702.164
2025-10-29 10:28:00,100694.77
2025-10-29 10:29:00,100711.48
2025-10-29 10:30:00,100713.07
2025-10-29 10:31:00,100714.66
2025-10-29 10:32:00,100695.58
2025-10-29 10:33:00,100690.83
2025-10-29 10:34:00,100698.62
2025-10-29 10:35:00,100700.35
2025-10-29 10:36:00,100703.54
2025-10-29 10:37:00,100686.02
2025-10-29 10:38:00,100668.55
2025-10-29 10:39:00,100681.266
2025-10-29 10:40:00,100647.875
2025-10-29 10:41:00,100674.91
2025-10-29 10:42:00,100649.45
2025-10-29 10:43:00,100633.09
2025-10-29 10:44:00,100607.336
2025-10-29 10:45:00,100644.445
2025-10-29 10:46:00,100625.625
2025-10-29 10:47:00,100643.125
2025-10-29 10:48:00,100619.28
2025-10-29 10:49:00,100587.46
2025-10-29 10:50:00,100571.57
2025-10-29 10:51:00,100635.16
2025-10-29 10:52:00,100625.625
2025-10-29 10:53:00,100627.21
2025-10-29 10:54:00,100639.94
2025-10-29 10:55:00,100619.266
2025-10-29 10:56:00,100624.836
2025-10-29 10:57:00,100622.45
2025-10-29 10:58:00,100625.61
2025-10-29 10:59:00,100624.836
2025-10-29 11:00:00,100630.39
2025-10-29 11:01:00,100628.805
2025-10-29 11:02:00,100635.16
2025-10-29 11:03:00,100597.0
2025-10-29 11:04:00,100581.086
2025-10-29 11:05:00,100632.79
2025-10-29 11:06:00,100633.57
2025-10-29 11:07:00,100643.125
2025-10-29 11:08:00,100631.984
2025-10-29 11:09:00,100628.805
2025-10-29 11:10:00,100592.24
2025-10-29 11:11:00,100607.93
2025-10-29 11:12:00,100602.21
2025-10-29 11:13:00,100624.836
2025-10-29 11:14:00,100616.086
2025-10-29 11:15:00,100585.875
2025-10-29 11:16:00,100609.71
2025-10-29 11:17:00,100627.375
2025-10-29 11:18:00,100635.01
2025-10-29 11:19:00,100646.3
2025-10-29 11:20:00,100641.05
2025-10-29 11:21:00,100651.06
2025-10-29 11:22:00,100651.06
2025-10-29 11:23:00,100670.15
2025-10-29 11:24:00,100676.5
2025-10-29 11:25:00,100679.69
2025-10-29 11:26:00,100654.24
2025-10-29 11:27:00,100635.16
2025-10-29 11:28:00,100628.805
2025-10-29 11:29:00,100605.75
2025-10-29 11:30:00,100612.91
2025-10-29 11:31:00,100593.83
2025-10-29 11:32:00,100599.81
2025-10-29 11:33:00,100596.414
2025-10-29 11:34:00,100577.93
2025-10-29 11:35:00,100597.0
2025-10-29 11:36:00,100600.18
2025-10-29 11:37:00,100560.44
2025-10-29 11:38:00,100587.46
2025-10-29 11:39:00,100606.54
2025-10-29 11:40:00,100614.336
2025-10-29 11:41:00,100606.54
2025-10-29 11:42:00,100601.53
2025-10-29 11:43:00,100600.18
2025-10-29 11:44:00,100601.086
2025-10-29 11:45:00,100614.5
2025-10-29 11:46:00,100616.086
2025-10-29 11:47:00,100576.33
2025-10-29 11:48:00,100589.06
2025-10-29 11:49:00,100615.67
2025-10-29 11:50:00,100581.11
2025-10-29 11:51:00,100589.54
2025-10-29 11:52:00,100597.0
2025-10-29 11:53:00,100611.32
2025-10-29 11:54:00,100617.67
2025-10-29 11:55:00,100614.5
2025-10-29 11:56:00,100558.85
2025-10-29 11:57:00,100598.59
2025-10-29 11:58:00,100585.875
2025-10-29 11:59:00,100571.57
2025-10-29 12:00:00,100560.44
2025-10-29 12:01:00,100562.82
2025-10-29 12:02:00,100557.24
2025-10-29 12:03:00,100555.67
2025-10-29 12:04:00,100516.414
2025-10-29 12:05:00,100522.28
2025-10-29 12:06:00,100515.914
2025-10-29 12:07:00,100554.086
2025-10-29 12:08:00,100569.98
2025-10-29 12:09:00,100557.26
2025-10-29 12:10:00,100536.586
2025-10-29 12:11:00,100557.26
2025-10-29 12:12:00,100572.375
2025-10-29 12:13:00,100558.85
2025-10-29 12:14:00,100577.125
2025-10-29 12:15:00,100582.695
2025-10-29 12:16:00,100587.45
2025-10-29 12:17:00,100593.83
2025-10-29 12:18:00,100597.0
2025-10-29 12:19:00,100593.83
2025-10-29 12:20:00,100627.21
2025-10-29 12:21:00,100614.5
2025-10-29 12:22:00,100621.66
2025-10-29 12:23:00,100625.625
2025-10-29 12:24:00,100637.055
2025-10-29 12:25:00,100631.19
2025-10-29 12:26:00,100634.375
2025-10-29 12:27:00,100643.125
2025-10-29 12:28:00,100625.625
2025-10-29 12:29:00,100639.94
2025-10-29 12:30:00,100654.24
2025-10-29 12:31:00,100649.48
2025-10-29 12:32:00,100646.305
2025-10-29 12:33:00,100658.99
2025-10-29 12:34:00,100638.34
2025-10-29 12:35:00,100648.68
2025-10-29 12:36:00,100627.21
2025-10-29 12:37:00,100624.04
2025-10-29 12:38:00,100638.34
2025-10-29 12:39:00,100628.695
2025-10-29 12:40:00,100649.48
2025-10-29 12:41:00,100644.71
2025-10-29 12:42:00,100646.3
2025-10-29 12:43:00,100643.54
2025-10-29 12:44:00,100644.71
2025-10-29 12:45:00,100680.4
2025-10-29 12:46:00,100666.73
2025-10-29 12:47:00,100665.37
2025-10-29 12:48:00,100633.57
2025-10-29 12:49:00,100638.34
2025-10-29 12:50:00,100641.52
2025-10-29 12:51:00,100655.83
2025-10-29 12:52:00,100663.78
2025-10-29 12:53:00,100674.91
2025-10-29 12:54:00,100671.734
2025-10-29 12:55:00,100676.34
2025-10-29 12:56:00,100676.5
2025-10-29 12:57:00,100681.266
2025-10-29 12:58:00,100668.55
2025-10-29 12:59:00,100651.06
2025-10-29 13:00:00,100644.71
2025-10-29 13:01:00,100647.1
2025-10-29 13:02:00,100636.76
2025-10-29 13:03:00,100651.06
2025-10-29 13:04:00,100657.414
2025-10-29 13:05:00,100638.34
2025-10-29 13:06:00,100649.38
2025-10-29 13:07:00,100638.34
2025-10-29 13:08:00,100641.52
2025-10-29 13:09:00,100629.6
2025-10-29 13:10:00,100625.625
2025-10-29 13:11:00,100636.76
2025-10-29 13:13:00,100658.21
2025-10-29 13:14:00,100660.6
2025-10-29 13:15:00,100666.08
2025-10-29 13:16:00,100684.45
2025-10-29 13:17:00,100665.37
2025-10-29 13:18:00,100652.66
2025-10-29 13:19:00,100646.28
2025-10-29 13:20:00,100638.34
2025-10-29 13:21:00,100625.625
2025-10-29 13:22:00,100620.85
2025-10-29 13:23:00,100616.086
2025-10-29 13:24:00,100598.59
2025-10-29 13:25:00,100566.164
2025-10-29 13:26:00,100549.555
2025-10-29 13:27:00,100546.125
2025-10-29 13:28:00,100546.125
2025-10-29 13:29:00,100560.44
2025-10-29 13:30:00,100533.73
2025-10-29 13:31:00,100523.875
2025-10-29 13:32:00,100533.414
2025-10-29 13:33:00,100520.695
2025-10-29 13:34:00,100546.125
2025-10-29 13:35:00,100564.81
2025-10-29 13:36:00,100560.44
2025-10-29 13:37:00,100565.22
2025-10-29 13:38:00,100560.44
2025-10-29 13:39:00,100562.04
2025-10-29 13:40:00,100565.22
2025-10-29 13:41:00,100569.7
2025-10-29 13:42:00,100585.875
2025-10-29 13:43:00,100592.24
2025-10-29 13:44:00,100589.06
2025-10-29 13:45:00,100560.44
2025-10-29 13:46:00,100590.4
2025-10-29 13:47:00,100597.0
2025-10-29 13:48:00,100611.32
2025-10-29 13:49:00,100609.72
2025-10-29 13:50:00,100600.18
2025-10-29 13:51:00,100628.805
2025-10-29 13:52:00,100639.94
2025-10-29 13:53:00,100626.42
2025-10-29 13:54:00,100606.54
2025-10-29 13:55:00,100600.984
2025-10-29 13:56:00,100554.086
2025-10-29 13:57:00,100571.57
2025-10-29 13:58:00,100583.805
2025-10-29 13:59:00,100584.29
2025-10-29 14:00:00,100660.6
2025-10-29 14:01:00,100641.52
2025-10-29 14:02:00,100589.06
2025-10-29 14:03:00,100541.37
2025-10-29 14:04:00,100568.39
2025-10-29 14:05:00,100543.75
2025-10-29 14:06:00,100568.39
2025-10-29 14:07:00,100573.16
2025-10-29 14:08:00,100603.37
2025-10-29 14:09:00,100603.37
2025-10-29 14:10:00,100599.4
2025-10-29 14:11:00,100620.85
2025-10-29 14:12:00,100550.58
2025-10-29 14:13:00,100528.65
2025-10-29 14:14:00,100511.945
2025-10-29 14:15:00,100500.02
2025-10-29 14:16:00,100554.086
2025-10-29 14:17:00,100549.305
2025-10-29 14:18:00,100595.1
2025-10-29 14:19:00,100578.73
2025-10-29 14:20:00,100541.37
2025-10-29 14:21:00,100514.74
2025-10-29 14:22:00,100524.68
2025-10-29 14:23:00,100525.46
2025-10-29 14:24:00,100539.766
2025-10-29 14:25:00,100538.18
2025-10-29 14:26:00,100518.31
2025-10-29 14:27:00,100525.46
2025-10-29 14:28:00,100511.16
2025-10-29 14:29:00,100574.76
2025-10-29 14:30:00,100556.46
2025-10-29 14:31:00,100566.79
2025-10-29 14:32:00,100615.9
2025-10-29 14:33:00,100652.66
2025-10-29 14:34:00,100640.73
2025-10-29 14:35:00,100183.64
2025-10-29 14:36:00,100194.766
2025-10-29 14:37:00,100124.016
2025-10-29 14:38:00,100115.27
2025-10-29 14:39:00,99941.97
2025-10-29 14:40:00,99948.336
2025-10-29 14:41:00,99860.88
2025-10-29 14:42:00,99864.06
2025-10-29 14:43:00,100029.41
2025-10-29 14:44:00,99883.15
2025-10-29 14:45:00,99999.21
2025-10-29 14:46:00,100112.09
2025-10-29 14:47:00,99943.56
