DateTime,Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
2025-09-03 10:47:00-04:00,10:47 - 10:48,62.295,0.015,62.28,62.2958,62.2799,23.0,9680.0
2025-09-03 10:48:00-04:00,10:48 - 10:49,62.285,-0.01,62.295,62.2984,62.2833,21.0,9327.0
2025-09-03 10:49:00-04:00,10:49 - 10:50,62.265,-0.02,62.285,62.2945,62.265,28.0,10392.0
2025-09-03 10:50:00-04:00,10:50 - 10:51,62.26,-0.005,62.2655,62.2655,62.25,29.0,11953.0
2025-09-03 10:51:00-04:00,10:51 - 10:52,62.255,-0.005,62.255,62.2582,62.24,53.0,91030.0
2025-09-03 10:52:00-04:00,10:52 - 10:53,62.255,0.0,62.25,62.27,62.25,16.0,11500.0
2025-09-03 10:53:00-04:00,10:53 - 10:54,62.22,-0.035,62.25,62.25,62.22,26.0,8666.0
2025-09-03 10:54:00-04:00,10:54 - 10:55,62.215,-0.005,62.22,62.22,62.215,13.0,3753.0
2025-09-03 10:55:00-04:00,10:55 - 10:56,62.2,-0.015,62.2165,62.22,62.2,69.0,22398.0
2025-09-03 10:56:00-04:00,10:56 - 10:57,62.225,0.025,62.2099,62.23,62.205,32.0,13312.0
2025-09-03 10:57:00-04:00,10:57 - 10:58,62.225,0.0,62.23,62.23,62.2223,33.0,11307.0
2025-09-03 10:58:00-04:00,10:58 - 10:59,62.2299,0.0049,62.225,62.23,62.2233,18.0,6256.0
2025-09-03 10:59:00-04:00,10:59 - 11:00,62.23,0.0001,62.225,62.23,62.2212,18.0,18118.0
2025-09-03 11:00:00-04:00,11:00 - 11:01,62.225,-0.005,62.2265,62.24,62.22,63.0,17079.0
2025-09-03 11:01:00-04:00,11:01 - 11:02,62.2246,-0.0004,62.2246,62.235,62.2207,17.0,7018.0
2025-09-03 11:02:00-04:00,11:02 - 11:03,62.225,0.0004,62.2272,62.2272,62.2191,32.0,12177.0
2025-09-03 11:03:00-04:00,11:03 - 11:04,62.238,0.013,62.22,62.238,62.22,17.0,4120.0
2025-09-03 11:04:00-04:00,11:04 - 11:05,62.2399,0.0019,62.235,62.24,62.22,39.0,14652.0
2025-09-03 11:05:00-04:00,11:05 - 11:06,62.235,-0.0049,62.235,62.2366,62.22,23.0,5628.0
2025-09-03 11:06:00-04:00,11:06 - 11:07,62.25,0.015,62.235,62.255,62.2349,41.0,23894.0
2025-09-03 11:07:00-04:00,11:07 - 11:08,62.245,-0.005,62.2501,62.2588,62.2435,35.0,13788.0
2025-09-03 11:08:00-04:00,11:08 - 11:09,62.24,-0.005,62.25,62.25,62.23,102.0,58388.0
2025-09-03 11:09:00-04:00,11:09 - 11:10,62.245,0.005,62.2352,62.2475,62.2352,18.0,9551.0
2025-09-03 11:10:00-04:00,11:10 - 11:11,62.24,-0.005,62.245,62.2484,62.24,24.0,7650.0
2025-09-03 11:11:00-04:00,11:11 - 11:12,62.23,-0.01,62.24,62.24,62.23,72.0,23948.0
2025-09-03 11:12:00-04:00,11:12 - 11:13,62.22,-0.01,62.225,62.2384,62.22,28.0,10613.0
2025-09-03 11:13:00-04:00,11:13 - 11:14,62.22,0.0,62.225,62.2251,62.22,25.0,8238.0
2025-09-03 11:14:00-04:00,11:14 - 11:15,62.215,-0.005,62.22,62.23,62.215,64.0,24327.0
2025-09-03 11:15:00-04:00,11:15 - 11:16,62.21,-0.005,62.21,62.2152,62.21,7.0,2353.0
2025-09-03 11:16:00-04:00,11:16 - 11:17,62.18,-0.03,62.21,62.21,62.18,72.0,17701.0
2025-09-03 11:17:00-04:00,11:17 - 11:18,62.18,0.0,62.19,62.19,62.18,26.0,9500.0
2025-09-03 11:18:00-04:00,11:18 - 11:19,62.205,0.025,62.18,62.205,62.18,28.0,12324.0
2025-09-03 11:19:00-04:00,11:19 - 11:20,62.215,0.01,62.205,62.215,62.205,41.0,12555.0
2025-09-03 11:20:00-04:00,11:20 - 11:21,62.2,-0.015,62.21,62.21,62.2,13.0,4616.0
2025-09-03 11:21:00-04:00,11:21 - 11:22,62.1999,-0.0001,62.205,62.21,62.1999,21.0,7439.0
2025-09-03 11:22:00-04:00,11:22 - 11:23,62.195,-0.0049,62.2,62.2,62.185,33.0,7943.0
2025-09-03 11:23:00-04:00,11:23 - 11:24,62.185,-0.01,62.19,62.1993,62.18,20.0,6754.0
2025-09-03 11:24:00-04:00,11:24 - 11:25,62.21,0.025,62.185,62.21,62.185,27.0,6192.0
2025-09-03 11:25:00-04:00,11:25 - 11:26,62.185,-0.025,62.205,62.21,62.185,185.0,124281.0
2025-09-03 11:26:00-04:00,11:26 - 11:27,62.18,-0.005,62.18,62.1875,62.175,27.0,14041.0
2025-09-03 11:27:00-04:00,11:27 - 11:28,62.185,0.005,62.19,62.19,62.1825,10.0,3604.0
2025-09-03 11:28:00-04:00,11:28 - 11:29,62.175,-0.01,62.1804,62.185,62.175,44.0,31408.0
2025-09-03 11:29:00-04:00,11:29 - 11:30,62.185,0.01,62.18,62.185,62.165,119.0,85357.0
2025-09-03 11:30:00-04:00,11:30 - 11:31,62.185,0.0,62.1835,62.2072,62.1835,67.0,31787.0
2025-09-03 11:31:00-04:00,11:31 - 11:32,62.1607,-0.0243,62.18,62.18,62.1607,20.0,11660.0
2025-09-03 11:32:00-04:00,11:32 - 11:33,62.1872,0.0265,62.17,62.1872,62.17,41.0,33962.0
2025-09-03 11:33:00-04:00,11:33 - 11:34,62.18,-0.0072,62.1883,62.1883,62.1717,35.0,18478.0
2025-09-03 11:34:00-04:00,11:34 - 11:35,62.185,0.005,62.185,62.1899,62.175,37.0,8982.0
2025-09-03 11:35:00-04:00,11:35 - 11:36,62.215,0.03,62.19,62.2183,62.19,44.0,27534.0
2025-09-03 11:36:00-04:00,11:36 - 11:37,62.23,0.015,62.22,62.245,62.22,38.0,23602.0
2025-09-03 11:37:00-04:00,11:37 - 11:38,62.2072,-0.0228,62.22,62.2256,62.205,16.0,3700.0
2025-09-03 11:38:00-04:00,11:38 - 11:39,62.2185,0.0113,62.21,62.2191,62.205,19.0,12520.0
2025-09-03 11:39:00-04:00,11:39 - 11:40,62.235,0.0165,62.22,62.235,62.215,26.0,9340.0
2025-09-03 11:40:00-04:00,11:40 - 11:41,62.22,-0.015,62.235,62.245,62.22,24.0,16169.0
2025-09-03 11:41:00-04:00,11:41 - 11:42,62.2365,0.0165,62.22,62.2381,62.22,19.0,9390.0
2025-09-03 11:42:00-04:00,11:42 - 11:43,62.235,-0.0015,62.2383,62.2383,62.23,11.0,11389.0
2025-09-03 11:43:00-04:00,11:43 - 11:44,62.23,-0.005,62.236,62.236,62.225,24.0,9462.0
2025-09-03 11:44:00-04:00,11:44 - 11:45,62.235,0.005,62.2366,62.24,62.2319,5.0,1380.0
2025-09-03 11:45:00-04:00,11:45 - 11:46,62.23,-0.005,62.2383,62.2383,62.225,38.0,37696.0
2025-09-03 11:46:00-04:00,11:46 - 11:47,62.21,-0.02,62.23,62.23,62.21,13.0,4556.0
2025-09-03 11:47:00-04:00,11:47 - 11:48,62.205,-0.005,62.2,62.205,62.1943,19.0,8401.0
2025-09-03 11:48:00-04:00,11:48 - 11:49,62.2046,-0.0004,62.205,62.2083,62.191,24.0,12788.0
2025-09-03 11:49:00-04:00,11:49 - 11:50,62.22,0.0154,62.2072,62.22,62.205,18.0,9573.0
2025-09-03 11:50:00-04:00,11:50 - 11:51,62.225,0.005,62.215,62.23,62.215,54.0,28377.0
2025-09-03 11:51:00-04:00,11:51 - 11:52,62.23,0.005,62.23,62.235,62.225,55.0,16320.0
2025-09-03 11:52:00-04:00,11:52 - 11:53,62.235,0.005,62.235,62.25,62.23,72.0,31782.0
2025-09-03 11:53:00-04:00,11:53 - 11:54,62.22,-0.015,62.235,62.24,62.22,28.0,90700.0
2025-09-03 11:54:00-04:00,11:54 - 11:55,62.225,0.005,62.23,62.23,62.225,10.0,2750.0
2025-09-03 11:55:00-04:00,11:55 - 11:56,62.215,-0.01,62.225,62.225,62.21,64.0,30099.0
2025-09-03 11:56:00-04:00,11:56 - 11:57,62.2117,-0.0033,62.215,62.215,62.21,10.0,3517.0
2025-09-03 11:57:00-04:00,11:57 - 11:58,62.195,-0.0167,62.21,62.21,62.195,44.0,6760.0
2025-09-03 11:58:00-04:00,11:58 - 11:59,62.195,0.0,62.1999,62.205,62.19,65.0,27028.0
2025-09-03 11:59:00-04:00,11:59 - 12:00,62.195,0.0,62.19,62.1998,62.19,24.0,5811.0
2025-09-03 12:00:00-04:00,12:00 - 12:01,62.195,0.0,62.195,62.21,62.195,38.0,16809.0
2025-09-03 12:01:00-04:00,12:01 - 12:02,62.195,0.0,62.195,62.2099,62.1947,59.0,19303.0
2025-09-03 12:02:00-04:00,12:02 - 12:03,62.195,0.0,62.195,62.195,62.195,9.0,8480.0
2025-09-03 12:03:00-04:00,12:03 - 12:04,62.1965,0.0015,62.1951,62.1999,62.19,7.0,3141.0
2025-09-03 12:04:00-04:00,12:04 - 12:05,62.205,0.0085,62.1954,62.21,62.195,69.0,32680.0
2025-09-03 12:05:00-04:00,12:05 - 12:06,62.205,0.0,62.205,62.205,62.1901,51.0,15514.0
2025-09-03 12:06:00-04:00,12:06 - 12:07,62.2,-0.005,62.205,62.205,62.19,62.0,22981.0
2025-09-03 12:07:00-04:00,12:07 - 12:08,62.225,0.025,62.2091,62.225,62.2042,56.0,16535.0
2025-09-03 12:08:00-04:00,12:08 - 12:09,62.225,0.0,62.225,62.2283,62.2201,27.0,11241.0
2025-09-03 12:09:00-04:00,12:09 - 12:10,62.225,0.0,62.2251,62.23,62.225,10.0,4091.0
2025-09-03 12:10:00-04:00,12:10 - 12:11,62.21,-0.015,62.225,62.225,62.205,87.0,49473.0
2025-09-03 12:11:00-04:00,12:11 - 12:12,62.205,-0.005,62.21,62.21,62.2028,14.0,5000.0
2025-09-03 12:12:00-04:00,12:12 - 12:13,62.215,0.01,62.205,62.22,62.205,70.0,28550.0
2025-09-03 12:13:00-04:00,12:13 - 12:14,62.215,0.0,62.21,62.215,62.21,9.0,6533.0
2025-09-03 12:14:00-04:00,12:14 - 12:15,62.215,0.0,62.215,62.2165,62.21,30.0,8569.0
2025-09-03 12:15:00-04:00,12:15 - 12:16,62.205,-0.01,62.215,62.215,62.2,39.0,17377.0
2025-09-03 12:16:00-04:00,12:16 - 12:17,62.2001,-0.0049,62.2085,62.21,62.2,72.0,18773.0
2025-09-03 12:17:00-04:00,12:17 - 12:18,62.2,-0.0001,62.2099,62.2099,62.2,19.0,2313.0
2025-09-03 12:18:00-04:00,12:18 - 12:19,62.2076,0.0076,62.205,62.2099,62.195,60.0,23473.0
2025-09-03 12:19:00-04:00,12:19 - 12:20,62.215,0.0074,62.205,62.22,62.205,29.0,12100.0
2025-09-03 12:20:00-04:00,12:20 - 12:21,62.23,0.015,62.215,62.23,62.21,40.0,24039.0
2025-09-03 12:21:00-04:00,12:21 - 12:22,62.2443,0.0143,62.235,62.2468,62.23,64.0,38115.0
2025-09-03 12:22:00-04:00,12:22 - 12:23,62.2351,-0.0092,62.2465,62.2465,62.23,51.0,23810.0
2025-09-03 12:23:00-04:00,12:23 - 12:24,62.225,-0.0101,62.23,62.24,62.22,60.0,18239.0
2025-09-03 12:24:00-04:00,12:24 - 12:25,62.215,-0.01,62.225,62.225,62.21,57.0,20560.0
2025-09-03 12:25:00-04:00,12:25 - 12:26,62.2068,-0.0082,62.22,62.22,62.205,16.0,10337.0
2025-09-03 12:26:00-04:00,12:26 - 12:27,62.23,0.0232,62.22,62.23,62.22,10.0,2988.0
2025-09-03 12:27:00-04:00,12:27 - 12:28,62.23,0.0,62.235,62.235,62.23,19.0,11515.0
2025-09-03 12:28:00-04:00,12:28 - 12:29,62.23,0.0,62.2201,62.2372,62.2201,14.0,8297.0
2025-09-03 12:29:00-04:00,12:29 - 12:30,62.2258,-0.0042,62.225,62.23,62.2201,19.0,9142.0
2025-09-03 12:30:00-04:00,12:30 - 12:31,62.2201,-0.0057,62.225,62.24,62.2201,32.0,16907.0
2025-09-03 12:31:00-04:00,12:31 - 12:32,62.23,0.0099,62.2265,62.23,62.2245,29.0,14228.0
2025-09-03 12:32:00-04:00,12:32 - 12:33,62.235,0.005,62.235,62.24,62.23,18.0,12579.0
2025-09-03 12:33:00-04:00,12:33 - 12:34,62.2276,-0.0074,62.235,62.235,62.225,61.0,30923.0
2025-09-03 12:34:00-04:00,12:34 - 12:35,62.225,-0.0026,62.23,62.23,62.2232,8.0,1841.0
2025-09-03 12:35:00-04:00,12:35 - 12:36,62.2299,0.0049,62.225,62.23,62.22,29.0,7634.0
2025-09-03 12:36:00-04:00,12:36 - 12:37,62.235,0.0051,62.2227,62.235,62.2227,52.0,33988.0
2025-09-03 12:37:00-04:00,12:37 - 12:38,62.225,-0.01,62.23,62.235,62.225,45.0,19200.0
2025-09-03 12:38:00-04:00,12:38 - 12:39,62.225,0.0,62.23,62.23,62.22,92.0,37315.0
2025-09-03 12:39:00-04:00,12:39 - 12:40,62.22,-0.005,62.22,62.23,62.22,15.0,4454.0
2025-09-03 12:40:00-04:00,12:40 - 12:41,62.2,-0.02,62.225,62.225,62.2,63.0,19910.0
2025-09-03 12:41:00-04:00,12:41 - 12:42,62.225,0.025,62.2072,62.225,62.2,39.0,19526.0
2025-09-03 12:42:00-04:00,12:42 - 12:43,62.22,-0.005,62.22,62.23,62.22,24.0,17945.0
2025-09-03 12:43:00-04:00,12:43 - 12:44,62.215,-0.005,62.225,62.2299,62.21,66.0,21614.0
2025-09-03 12:44:00-04:00,12:44 - 12:45,62.215,0.0,62.22,62.225,62.21,54.0,29750.0
2025-09-03 12:45:00-04:00,12:45 - 12:46,62.2057,-0.0093,62.21,62.2107,62.2,38.0,10583.0
2025-09-03 12:46:00-04:00,12:46 - 12:47,62.2198,0.0141,62.21,62.22,62.205,47.0,11434.0
2025-09-03 12:47:00-04:00,12:47 - 12:48,62.2205,0.0007,62.215,62.225,62.215,19.0,10284.0
2025-09-03 12:48:00-04:00,12:48 - 12:49,62.1968,-0.0237,62.2249,62.225,62.195,39.0,12509.0
2025-09-03 12:49:00-04:00,12:49 - 12:50,62.205,0.0082,62.1989,62.205,62.19,34.0,37595.0
2025-09-03 12:50:00-04:00,12:50 - 12:51,62.21,0.005,62.205,62.215,62.205,78.0,63875.0
2025-09-03 12:51:00-04:00,12:51 - 12:52,62.2,-0.01,62.205,62.215,62.2,19.0,12543.0
2025-09-03 12:52:00-04:00,12:52 - 12:53,62.195,-0.005,62.205,62.21,62.195,64.0,22661.0
2025-09-03 12:53:00-04:00,12:53 - 12:54,62.2032,0.0082,62.2,62.205,62.1999,19.0,9574.0
2025-09-03 12:54:00-04:00,12:54 - 12:55,62.2001,-0.0031,62.2,62.205,62.1951,43.0,20234.0
2025-09-03 12:55:00-04:00,12:55 - 12:56,62.2083,0.0082,62.205,62.2199,62.205,22.0,11499.0
2025-09-03 12:56:00-04:00,12:56 - 12:57,62.215,0.0067,62.2099,62.2181,62.205,46.0,40386.0
2025-09-03 12:57:00-04:00,12:57 - 12:58,62.235,0.02,62.22,62.2383,62.22,16.0,11431.0
2025-09-03 12:58:00-04:00,12:58 - 12:59,62.225,-0.01,62.23,62.235,62.2201,28.0,14592.0
2025-09-03 12:59:00-04:00,12:59 - 13:00,62.225,0.0,62.23,62.23,62.225,3.0,157911.0
2025-09-03 13:00:00-04:00,13:00 - 13:01,62.2335,0.0085,62.225,62.2362,62.224,39.0,19686.0
2025-09-03 13:01:00-04:00,13:01 - 13:02,62.2399,0.0064,62.235,62.2401,62.2349,12.0,5675.0
2025-09-03 13:02:00-04:00,13:02 - 13:03,62.245,0.0051,62.24,62.2479,62.24,8.0,7096.0
2025-09-03 13:03:00-04:00,13:03 - 13:04,62.255,0.01,62.245,62.255,62.245,17.0,7295.0
2025-09-03 13:04:00-04:00,13:04 - 13:05,62.2599,0.0049,62.25,62.2599,62.24,41.0,61144.0
2025-09-03 13:05:00-04:00,13:05 - 13:06,62.2555,-0.0044,62.255,62.2555,62.25,12.0,10092.0
2025-09-03 13:06:00-04:00,13:06 - 13:07,62.255,-0.0005,62.255,62.26,62.25,41.0,55158.0
2025-09-03 13:07:00-04:00,13:07 - 13:08,62.2551,0.0001,62.25,62.2551,62.2402,43.0,15369.0
2025-09-03 13:08:00-04:00,13:08 - 13:09,62.255,-0.0001,62.255,62.2582,62.25,22.0,10460.0
2025-09-03 13:09:00-04:00,13:09 - 13:10,62.255,0.0,62.255,62.2599,62.25,12.0,8094.0
2025-09-03 13:10:00-04:00,13:10 - 13:11,62.26,0.005,62.2551,62.26,62.25,25.0,9501.0
2025-09-03 13:11:00-04:00,13:11 - 13:12,62.275,0.015,62.2599,62.275,62.2599,44.0,17184.0
2025-09-03 13:12:00-04:00,13:12 - 13:13,62.285,0.01,62.275,62.285,62.275,21.0,18974.0
2025-09-03 13:13:00-04:00,13:13 - 13:14,62.285,0.0,62.2801,62.285,62.2801,12.0,3352.0
2025-09-03 13:14:00-04:00,13:14 - 13:15,62.2807,-0.0043,62.2882,62.2882,62.2801,26.0,7828.0
2025-09-03 13:15:00-04:00,13:15 - 13:16,62.2701,-0.0106,62.285,62.2861,62.2701,44.0,20804.0
2025-09-03 13:16:00-04:00,13:16 - 13:17,62.285,0.0149,62.275,62.285,62.27,26.0,9752.0
2025-09-03 13:17:00-04:00,13:17 - 13:18,62.2901,0.0051,62.2828,62.295,62.2828,26.0,14860.0
2025-09-03 13:18:00-04:00,13:18 - 13:19,62.295,0.0049,62.295,62.2975,62.2928,9.0,2501.0
2025-09-03 13:19:00-04:00,13:19 - 13:20,62.285,-0.01,62.29,62.29,62.28,28.0,5665.0
2025-09-03 13:20:00-04:00,13:20 - 13:21,62.287,0.002,62.29,62.29,62.285,21.0,4353.0
2025-09-03 13:21:00-04:00,13:21 - 13:22,62.2799,-0.0071,62.2855,62.29,62.2719,36.0,18051.0
2025-09-03 13:22:00-04:00,13:22 - 13:23,62.2899,0.01,62.275,62.2899,62.275,55.0,20997.0
2025-09-03 13:23:00-04:00,13:23 - 13:24,62.28,-0.0099,62.285,62.285,62.28,11.0,9206.0
2025-09-03 13:24:00-04:00,13:24 - 13:25,62.27,-0.01,62.275,62.2782,62.27,39.0,11555.0
2025-09-03 13:25:00-04:00,13:25 - 13:26,62.265,-0.005,62.265,62.2699,62.2519,55.0,19428.0
2025-09-03 13:26:00-04:00,13:26 - 13:27,62.2552,-0.0098,62.2658,62.2672,62.25,27.0,16152.0
2025-09-03 13:27:00-04:00,13:27 - 13:28,62.265,0.0098,62.255,62.2699,62.255,23.0,7632.0
2025-09-03 13:28:00-04:00,13:28 - 13:29,62.2646,-0.0004,62.2654,62.2654,62.2646,2.0,379.0
2025-09-03 13:29:00-04:00,13:29 - 13:30,62.265,0.0004,62.27,62.27,62.265,5.0,630.0
2025-09-03 13:30:00-04:00,13:30 - 13:31,62.265,0.0,62.26,62.2799,62.26,42.0,12956.0
